"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","SFRT_cfc_1990","KICK Sauber","1","2","1:11,099","48:01,064","25","Spieler:in"
"2","BOB-19-90","Visa Cash App Racing Bulls","6","2","1:12,477","+13,588","18","Spieler:in"
"3","KevinHSV1996","Mercedes-AMG Petronas","2","2","1:12,609","+19,925","15","Spieler:in"
"4","KC1FLY","Scuderia Ferrari HP","3","1","1:13,806","+30,889","12","Spieler:in"
"5","Schimpalla","KICK Sauber","10","2","1:11,608","+44,780","10","Spieler:in"
"6","Hladen1909","Aston Martin","15","2","1:11,581","+47,227","8","Spieler:in"
"7","MarlonBeckemeyer","Alpine","7","2","1:11,465","+52,464","6","Spieler:in"
"8","Termiinator921","Alpine","8","2","1:11,332","+1:00,841","4","Spieler:in"
"9","snesHDenes","Haas","14","2","1:13,105","+1:13,829","2","Spieler:in"
"10","Kuhregor","Aston Martin","9","2","1:12,094","+1:14,084","1","Spieler:in"
"11","TheShieldTheNext","McLaren","13","2","1:12,359","+1:14,904","0","Spieler:in"
"12","HewisLamilton64","Williams","12","1","1:12,990","+1:15,471","0","Spieler:in"
"13","PatrickF1Racing","Scuderia Ferrari HP","4","2","1:12,043","+1:16,655","0","Spieler:in"
"14","TheRealLionsfan","McLaren","5","2","1:12,637","+1:34,550","0","Spieler:in"
"15","UnleashTheLionRB","Red Bull","11","1","1:21,929","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"35:42,091","26","Termiinator921","Alpine","Kollision mit Spieler:in","Warnung"
"36:59,044","27","HewisLamilton64","Williams","Streckenbegrenzung überschritten","Warnung"
"36:59,060","27","HewisLamilton64","Williams","Mehrere Warnungen","3 Sekunde(n)"
"37:08,723","27","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"37:09,474","27","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"37:09,490","27","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"37:25,199","27","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"37:48,125","27","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"38:27,851","28","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"38:27,869","28","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"38:29,648","28","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"39:11,577","29","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"39:23,236","29","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"39:23,252","29","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"40:19,659","30","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"40:21,543","30","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"40:25,543","30","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"40:31,040","30","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"40:31,046","30","PatrickF1Racing","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"40:38,510","30","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"40:44,135","30","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"41:07,197","31","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"41:13,141","31","KC1FLY","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"41:32,406","31","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"41:32,414","31","Schimpalla","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"41:42,429","31","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"41:44,181","31","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"41:44,197","31","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"41:59,554","31","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"44:15,770","33","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"45:11,266","34","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"45:58,239","34","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"45:58,256","34","Kuhregor","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"46:06,996","34","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"46:07,012","34","Spieler:in","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"46:36,793","35","Kuhregor","Aston Martin","Kollision mit PatrickF1Racing","Warnung"
"46:42,467","35","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"47:23,839","35","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"47:23,857","35","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"48:40,532","36","MarlonBeckemeyer","Alpine","Nicht erfüllte Strafe","10 Sekunde(n)"
"49:09,179","36","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"49:13,630","36","Spieler:in","McLaren","Nicht erfüllte Strafe","10 Sekunde(n)"
