"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","SFRT_cfc_1990","KICK Sauber","6","2","1:21,117","41:09,118","25","Spieler:in"
"2","PatrickF1Racing","Scuderia Ferrari HP","1","2","1:22,145","+8,918","18","Spieler:in"
"3","qDecaay","Red Bull","8","1","1:22,626","+10,844","15","Spieler:in"
"4","KevinHSV1996","Mercedes-AMG Petronas","12","2","1:22,713","+12,575","12","Spieler:in"
"5","DrSommer31","Visa Cash App Racing Bulls","16","2","1:22,439","+13,033","10","Spieler:in"
"6","MarlonBeckemeyer","Alpine","4","2","1:22,906","+15,764","8","Spieler:in"
"7","snesHDenes","Haas","3","2","1:22,393","+20,034","6","Spieler:in"
"8","Schimpalla","KICK Sauber","5","2","1:22,041","+20,448","4","Spieler:in"
"9","KC1FLY","Scuderia Ferrari HP","2","2","1:22,342","+22,095","2","Spieler:in"
"10","BOB-19-90","Visa Cash App Racing Bulls","7","2","1:22,953","+27,642","1","Spieler:in"
"11","HewisLamilton64","Williams","18","2","1:23,375","+31,891","0","Spieler:in"
"12","UnleashTheLionRB","Red Bull","11","2","1:22,424","+34,510","0","Spieler:in"
"13","Termiinator921","Alpine","17","2","1:22,953","+36,600","0","Spieler:in"
"14","Elias_Der_Echte","Haas","15","2","1:24,134","+55,516","0","Spieler:in"
"15","TheRealLionsfan","McLaren","10","2","1:23,522","+55,637","0","Spieler:in"
"16","TheShieldTheNext","McLaren","13","1","1:24,453","+ 1 Runde","0","Spieler:in"
"17","RACSwixF1","Mercedes-AMG Petronas","14","0","1:49,662","DNF","0","Spieler:in"
"18","Hladen1909","Aston Martin","9","0","--:--,---","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"14:28,286","9","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"15:41,272","10","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"17:48,466","12","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"18:45,242","12","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"19:10,497","12","PatrickF1Racing","Scuderia Ferrari HP","Kollision mit TheShieldTheNext","Warnung"
"19:47,709","13","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"19:47,743","13","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"19:47,758","13","TheShieldTheNext","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"20:07,932","13","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"21:13,683","14","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"21:13,831","14","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"22:30,281","15","TheShieldTheNext","McLaren","Kollision mit KC1FLY","Warnung"
"22:32,283","15","KC1FLY","Scuderia Ferrari HP","Kurve abgekürzt","10 Sekunde(n)"
"22:59,396","15","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"22:59,479","15","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"22:59,486","15","KevinHSV1996","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"23:00,079","15","HewisLamilton64","Williams","Streckenbegrenzung überschritten","Warnung"
"23:09,595","15","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"25:57,194","17","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"25:57,225","17","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"25:57,233","17","MarlonBeckemeyer","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"26:03,542","17","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"26:04,343","17","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"26:29,991","17","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"26:29,999","17","Schimpalla","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"27:25,027","18","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"27:53,961","18","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"27:53,977","18","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"28:43,534","19","TheShieldTheNext","McLaren","Kurve abgekürzt","3 Sekunde(n)"
"29:35,886","19","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"29:50,208","19","Termiinator921","Alpine","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"30:40,215","20","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"31:10,126","20","Spieler:in","Visa Cash App Racing Bulls","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"31:13,040","20","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"31:30,247","20","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"31:30,264","20","TheShieldTheNext","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"31:50,392","21","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"31:50,458","21","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"31:50,475","21","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"31:50,493","21","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"32:26,705","21","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"32:26,711","21","Spieler:in","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"32:33,686","21","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"32:33,693","21","PatrickF1Racing","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"32:48,147","21","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"32:48,158","21","UnleashTheLionRB","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"33:27,047","22","UnleashTheLionRB","Red Bull","Kollision mit HewisLamilton64","Warnung"
"33:27,034","22","HewisLamilton64","Williams","Kollision mit UnleashTheLionRB","Warnung"
"33:30,807","22","UnleashTheLionRB","Red Bull","Kurve abgekürzt","3 Sekunde(n)"
"33:49,391","22","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"33:50,601","22","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"34:21,150","22","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"34:31,563","23","MarlonBeckemeyer","Alpine","Kurve abgekürzt","3 Sekunde(n)"
"34:32,478","23","MarlonBeckemeyer","Alpine","Kollision mit Spieler:in","Warnung"
"34:59,090","23","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"35:23,380","23","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"35:23,398","23","Spieler:in","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"36:16,401","24","HewisLamilton64","Williams","Kollision mit UnleashTheLionRB","Warnung"
"36:16,446","24","UnleashTheLionRB","Red Bull","Kollision mit HewisLamilton64","Warnung"
"36:54,448","24","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"36:54,466","24","TheShieldTheNext","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"36:54,491","24","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"37:58,910","25","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"38:04,229","25","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"38:16,838","25","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"39:05,347","26","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"39:11,939","26","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"39:25,519","26","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"39:30,177","26","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"39:32,259","26","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"39:35,320","26","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"39:35,336","26","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"39:37,054","26","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"39:37,061","26","Spieler:in","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"40:29,373","27","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"40:50,221","27","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"41:00,046","27","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"41:20,772","27","Spieler:in","Visa Cash App Racing Bulls","Nicht erfüllte Strafe","10 Sekunde(n)"
"41:23,726","27","Termiinator921","Alpine","Nicht erfüllte Strafe","10 Sekunde(n)"
