"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","Spieler:in","Scuderia Ferrari HP","1","3","1:06,699","48:15,635","25","Spieler:in"
"2","Spieler:in","Visa Cash App Racing Bulls","13","2","1:07,015","+1,082","18","Spieler:in"
"3","Spieler:in","Alpine","8","2","1:07,923","+3,081","15","Spieler:in"
"4","Spieler:in","Williams","12","2","1:07,788","+4,587","12","Spieler:in"
"5","Spieler:in","KICK Sauber","5","3","1:07,675","+5,718","10","Spieler:in"
"6","Spieler:in","Aston Martin","10","3","1:08,694","+10,767","8","Spieler:in"
"7","Spieler:in","McLaren","9","3","1:08,661","+11,111","6","Spieler:in"
"8","Spieler:in","Visa Cash App Racing Bulls","6","3","1:07,221","+11,618","4","Spieler:in"
"9","snesHDenes","Haas","4","3","1:08,364","+12,340","2","Spieler:in"
"10","Spieler:in","Williams","14","2","1:08,547","+17,858","1","Spieler:in"
"11","Spieler:in","Mercedes-AMG Petronas","16","3","1:08,612","+18,913","0","Spieler:in"
"12","Spieler:in","KICK Sauber","2","4","1:08,402","+22,645","0","Spieler:in"
"13","Spieler:in","Haas","15","2","1:08,444","+23,385","0","Spieler:in"
"14","Termiinator921","Alpine","18","4","1:08,346","+26,526","0","Spieler:in"
"15","Spieler:in","Red Bull","7","2","1:08,091","+32,761","0","Spieler:in"
"16","Spieler:in","McLaren","17","5","1:08,074","+ 3 Runden","0","Spieler:in"
"17","Spieler:in","Red Bull","11","1","1:08,930","DNF","0","Spieler:in"
"18","Spieler:in","Scuderia Ferrari HP","3","2","1:08,511","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"36:15,130","27","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"36:19,136","27","Spieler:in","Red Bull","Streckenbegrenzung überschritten","10 Sekunden Zeitstrafe"
"36:23,840","27","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"36:25,489","27","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"36:59,042","27","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"36:59,060","27","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"37:02,979","27","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"37:04,472","28","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"37:04,490","28","Spieler:in","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"37:15,225","28","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"41:17,997","30","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"41:18,377","30","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"41:18,393","30","Spieler:in","Williams","Mehrere Warnungen","3 Sekunde(n)"
"41:18,753","30","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"41:19,120","30","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"41:20,809","30","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"41:22,904","30","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"41:23,892","30","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"41:23,909","30","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"41:30,613","31","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"41:45,123","31","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"41:45,129","31","snesHDenes","Haas","Mehrere Warnungen","3 Sekunde(n)"
"41:50,511","31","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"41:50,528","31","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"42:28,787","31","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"42:30,136","31","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"43:32,181","32","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"43:38,870","32","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"43:38,887","32","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"43:39,453","32","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"43:51,907","33","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"44:35,901","33","Spieler:in","McLaren","Kollision mit Spieler:in","Warnung"
"44:40,514","33","Termiinator921","Alpine","Schwere Kollision mit snesHDenes","10 Sekunden Zeitstrafe"
"45:15,291","33","Spieler:in","McLaren","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"45:43,839","34","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"46:06,099","34","Termiinator921","Alpine","Kollision mit snesHDenes","Warnung"
"47:10,645","35","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"47:59,260","36","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"47:59,266","36","Spieler:in","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"48:23,165","36","Termiinator921","Alpine","Nicht erfüllte Strafe","10 Sekunde(n)"
"48:35,411","36","Spieler:in","Red Bull","Nicht erfüllte Strafe","10 Sekunde(n)"
