"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","SFRT_cfc_1990","KICK Sauber","4","1","1:24,998","42:10,355","25","Spieler:in"
"2","snesHDenes","Haas","5","1","1:24,615","+3,102","18","Spieler:in"
"3","Schimpalla","KICK Sauber","2","1","1:25,461","+3,305","15","Spieler:in"
"4","MarlonBeckemeyer","Alpine","1","1","1:23,973","+4,088","12","Spieler:in"
"5","UnleashTheLionRB","Red Bull","6","1","1:24,213","+13,695","10","Spieler:in"
"6","HewisLamilton64","Williams","9","1","1:25,005","+19,139","8","Spieler:in"
"7","Termiinator921","Alpine","7","1","1:24,927","+25,845","6","Spieler:in"
"8","PatrickF1Racing","Scuderia Ferrari HP","3","2","1:23,089","+36,636","4","Spieler:in"
"9","BOB-19-90","Visa Cash App Racing Bulls","8","2","1:25,094","+42,906","2","Spieler:in"
"10","DrSommer31","Visa Cash App Racing Bulls","10","2","1:25,619","+52,624","1","Spieler:in"
"11","KevinHSV1996","Mercedes-AMG Petronas","11","2","1:25,193","+1:01,688","0","Spieler:in"
"12","TheShieldTheNext","McLaren","12","2","1:25,706","+1:04,041","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"30:36,690","21","HewisLamilton64","Williams","Mehrere Warnungen","3 Sekunde(n)"
"31:14,297","21","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"31:19,863","21","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"31:19,879","21","TheShieldTheNext","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"32:13,017","22","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"32:13,034","22","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"32:40,449","22","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"32:40,456","22","KevinHSV1996","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"32:44,961","22","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"33:32,482","23","HewisLamilton64","Williams","Streckenbegrenzung überschritten","Warnung"
"33:59,206","24","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"34:00,941","24","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"34:11,514","24","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"34:11,522","24","MarlonBeckemeyer","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"34:29,448","24","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"34:52,329","24","HewisLamilton64","Williams","Streckenbegrenzung überschritten","Warnung"
"35:33,619","24","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"38:36,831","27","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"38:36,840","27","UnleashTheLionRB","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"39:01,466","27","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"39:32,047","28","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"40:09,794","28","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"41:07,241","28","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"41:07,249","28","PatrickF1Racing","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"41:58,329","29","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"41:58,338","29","UnleashTheLionRB","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
