"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","Schimpalla","KICK Sauber","1","1","1:32,482","45:44,764","25","Spieler:in"
"2","KC1FLY","Scuderia Ferrari HP","2","1","1:32,859","+0,873","18","Spieler:in"
"3","Termiinator921","Alpine","4","1","1:31,204","+7,050","15","Spieler:in"
"4","Hladen1909","Aston Martin","10","2","1:31,883","+16,652","12","Spieler:in"
"5","MarlonBeckemeyer","Alpine","9","1","1:32,395","+18,041","10","Spieler:in"
"6","HewisLamilton64","Williams","8","2","1:31,493","+19,973","8","Spieler:in"
"7","DrSommer31","Visa Cash App Racing Bulls","13","2","1:32,218","+30,188","6","Spieler:in"
"8","SFRT_cfc_1990","KICK Sauber","3","2","1:32,718","+32,827","4","Spieler:in"
"9","UnleashTheLionRB","Red Bull","11","2","1:32,332","+33,375","2","Spieler:in"
"10","snesHDenes","Haas","7","2","1:31,698","+33,422","1","Spieler:in"
"11","BOB-19-90","Visa Cash App Racing Bulls","14","2","1:32,950","+34,246","0","Spieler:in"
"12","TheShieldTheNext","McLaren","12","2","1:33,019","+36,721","0","Spieler:in"
"13","TheRealLionsfan","McLaren","5","2","1:31,646","+49,458","0","Spieler:in"
"14","PatrickF1Racing","Scuderia Ferrari HP","6","2","1:32,610","+ 3 Runden","0","Spieler:in"
"15","Elias_Der_Echte","Haas","15","3","1:33,750","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"5:06,513","4","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"5:06,530","4","MarlonBeckemeyer","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"6:35,649","5","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"8:06,704","6","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"8:07,439","6","HewisLamilton64","Williams","Streckenbegrenzung überschritten","Warnung"
"11:22,004","8","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"13:11,986","9","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"13:12,002","9","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"13:47,479","9","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"13:47,679","9","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"13:47,729","9","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"13:47,746","9","TheShieldTheNext","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"14:14,366","9","Spieler:in","McLaren","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"16:06,369","11","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"16:19,694","11","HewisLamilton64","Williams","Streckenbegrenzung überschritten","Warnung"
"16:19,712","11","HewisLamilton64","Williams","Mehrere Warnungen","3 Sekunde(n)"
"16:34,649","11","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"16:34,665","11","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"17:34,743","11","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"17:55,727","12","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"19:26,680","13","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"20:41,439","13","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"21:24,230","13","Spieler:in","Haas","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"24:32,292","16","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"24:32,301","16","UnleashTheLionRB","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"25:09,270","16","Spieler:in","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"25:09,303","16","Spieler:in","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"26:00,686","16","Spieler:in","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"26:00,693","16","Spieler:in","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"26:00,719","16","Spieler:in","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"26:24,929","17","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"26:24,962","17","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"27:45,644","18","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"27:59,807","18","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"27:59,823","18","Spieler:in","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"28:14,191","18","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"29:16,867","19","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"30:15,557","19","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"30:15,575","19","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"30:15,640","19","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"30:53,687","20","TheShieldTheNext","McLaren","Kollision mit Spieler:in","Warnung"
"31:12,363","20","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"35:55,685","23","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"36:34,225","23","Spieler:in","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"39:11,343","25","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"39:11,620","25","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"42:33,211","27","Spieler:in","Scuderia Ferrari HP","Totalschaden","DNF"
"42:55,953","27","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"43:39,683","28","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"43:50,690","28","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"43:50,707","28","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"43:50,741","28","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"44:47,147","28","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"44:56,980","29","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"45:19,343","29","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"45:19,360","29","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
