"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","KC1FLY","Scuderia Ferrari HP","4","3","1:45,931","85:46,185","25","Spieler:in"
"2","BOB-19-90","Visa Cash App Racing Bulls","7","3","1:46,530","+2,599","18","Spieler:in"
"3","HewisLamilton64","Williams","11","2","1:46,425","+8,194","15","Spieler:in"
"4","SFRT_cfc_1990","KICK Sauber","2","2","1:45,872","+9,162","12","Spieler:in"
"5","PatrickF1Racing","Scuderia Ferrari HP","1","3","1:45,882","+9,187","10","Spieler:in"
"6","Schimpalla","KICK Sauber","6","2","1:46,615","+9,429","8","Spieler:in"
"7","DrSommer31","Visa Cash App Racing Bulls","10","3","1:46,821","+13,375","6","Spieler:in"
"8","Hladen1909","Aston Martin","15","2","1:46,684","+13,914","4","Spieler:in"
"9","Termiinator921","Alpine","9","3","1:46,224","+14,662","2","Spieler:in"
"10","Kuhregor","Aston Martin","13","3","1:46,612","+14,695","1","Spieler:in"
"11","snesHDenes","Haas","17","4","1:47,108","+19,212","0","Spieler:in"
"12","KevinHSV1996","Mercedes-AMG Petronas","19","3","1:47,010","+20,574","0","Spieler:in"
"13","Galendex00","Red Bull","12","3","1:45,672","+22,973","0","Spieler:in"
"14","MarlonBeckemeyer","Alpine","5","3","1:47,124","+27,318","0","Spieler:in"
"15","Nejc_jr","Red Bull","18","3","1:56,430","+ 3 Runden","0","Spieler:in"
"16","TheRealLionsfan","McLaren","3","2","1:47,784","DNF","0","Spieler:in"
"17","TheShieldTheNext","McLaren","14","2","1:47,553","DNF","0","Spieler:in"
"18","DecayBVB","Haas","8","2","1:49,136","DNF","0","Spieler:in"
"19","RACSwixF1","Mercedes-AMG Petronas","16","3","1:49,150","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"12:42,164","7","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"15:14,719","9","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"15:15,205","9","Spieler:in","Mercedes-AMG Petronas","Kurve abgekürzt","Warnung"
"16:45,828","9","Spieler:in","Haas","Kollision mit Spieler:in","Warnung"
"18:51,828","11","Termiinator921","Alpine","Kollision mit Schimpalla","Warnung"
"19:03,172","11","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"19:03,191","11","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"23:28,178","13","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"23:48,524","13","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"27:18,702","15","Schimpalla","KICK Sauber","Kollision mit TheRealLionsfan","Warnung"
"27:28,026","15","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"27:29,181","15","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"27:29,186","15","Schimpalla","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"28:08,235","15","Spieler:in","Aston Martin","Kollision mit DecayBVB","Warnung"
"28:08,215","15","Spieler:in","Haas","Kollision mit Spieler:in","Warnung"
"29:28,861","15","Spieler:in","Mercedes-AMG Petronas","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"30:45,161","16","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"31:43,113","17","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"31:44,508","16","Spieler:in","Mercedes-AMG Petronas","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"32:27,420","17","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"32:37,794","17","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"32:37,803","17","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"33:38,167","18","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"33:38,183","18","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"33:46,180","18","KC1FLY","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"34:01,501","18","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"34:06,918","18","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"34:06,933","18","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"34:33,702","18","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"35:36,376","19","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"36:09,397","19","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"37:27,851","20","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"37:51,121","20","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"38:34,467","20","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"39:46,589","21","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"39:46,606","21","KevinHSV1996","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"43:21,466","23","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"44:54,746","23","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"44:54,758","23","Galendex00","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"45:01,462","24","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"45:09,890","24","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"45:49,882","24","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"46:26,123","24","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"47:55,016","26","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"48:05,651","25","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"48:05,658","25","PatrickF1Racing","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"48:49,459","26","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"50:29,772","27","Spieler:in","McLaren","Totalschaden","DNF"
"51:08,313","27","KC1FLY","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"53:32,871","28","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"57:47,006","30","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"57:47,011","30","Galendex00","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"57:52,743","30","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"57:52,750","30","MarlonBeckemeyer","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"59:15,492","31","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"59:58,252","31","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"61:05,445","32","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"61:05,460","32","Spieler:in","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"61:09,284","32","Galendex00","Red Bull","Kurve abgekürzt","Warnung"
"61:27,253","32","Spieler:in","McLaren","Totalschaden","DNF"
"68:13,048","35","Spieler:in","KICK Sauber","Gelbe Flagge ignoriert","10 Sekunden Zeitstrafe"
"69:05,653","35","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"69:05,666","35","Galendex00","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"69:16,458","35","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"69:43,900","35","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"69:51,915","35","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"71:19,711","36","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"76:43,400","39","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"79:50,639","41","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"79:50,656","41","KevinHSV1996","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"81:28,493","42","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"81:28,510","42","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"82:11,761","42","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"83:25,750","43","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"85:11,946","44","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"85:45,351","44","Spieler:in","KICK Sauber","Nicht erfüllte Strafe","10 Sekunde(n)"
