"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","Lewa1305","Alpine","5","1","1:32,631","49:21,561","25","Spieler:in"
"2","kzie73","Visa Cash App Racing Bulls","2","1","1:32,371","+5,326","18","Spieler:in"
"3","mosewhat","Mercedes-AMG Petronas","1","1","1:32,585","+8,154","15","Spieler:in"
"4","SFRT_cfc_1990","KICK Sauber","7","1","1:33,487","+13,654","12","Spieler:in"
"5","Tobi","Red Bull","10","1","1:32,516","+16,452","10","Spieler:in"
"6","I-BanKsy10-I","Alpine","4","2","1:32,595","+32,503","8","Spieler:in"
"7","BG10126","Visa Cash App Racing Bulls","15","1","1:33,376","+33,389","6","Spieler:in"
"8","MarlonBeckemeyer","Scuderia Ferrari HP","3","1","1:33,053","+34,664","4","Spieler:in"
"9","Termiinator921","Scuderia Ferrari HP","13","1","1:33,875","+51,282","2","Spieler:in"
"10","Schimpalla","KICK Sauber","6","1","1:33,534","+51,835","1","Spieler:in"
"11","Rene Zangelder","Williams","14","1","1:33,701","+52,304","0","Spieler:in"
"12","Marcolinski19","Aston Martin","17","1","1:33,645","+59,902","0","Spieler:in"
"13","F1Alonso14","Haas","18","1","1:34,753","+59,990","0","Spieler:in"
"14","Destroyer","Williams","12","1","1:33,994","+1:10,428","0","Spieler:in"
"15","patrickf1racing","McLaren","8","2","1:32,441","+1:26,945","0","Spieler:in"
"16","HewisLamilton64","Mercedes-AMG Petronas","16","3","1:33,173","+ 1 Runde","0","Spieler:in"
"17","snesHDenes","Haas","19","2","1:33,695","+ 1 Runde","0","Spieler:in"
"18","MagicBosna_","Aston Martin","11","2","1:33,392","DNF","0","Spieler:in"
"19","UnleshTheLionRB","Red Bull","9","2","1:33,596","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"20:24,548","13","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"20:42,288","13","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"21:06,988","13","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"22:41,558","14","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"22:41,573","14","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"23:00,437","14","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"23:00,446","14","Spieler:in","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"24:13,872","15","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"26:49,537","17","Spieler:in","Aston Martin","Kollision mit HewisLamilton64","Warnung"
"26:56,418","17","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"27:09,866","17","Spieler:in","Red Bull","Kollision mit Spieler:in","Warnung"
"27:58,955","17","HewisLamilton64","Mercedes-AMG Petronas","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"28:25,125","18","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"29:28,459","18","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"31:03,295","19","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"37:15,920","23","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"37:27,251","24","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"37:28,431","23","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"40:42,252","25","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"40:55,914","26","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"40:55,931","26","Spieler:in","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"41:41,790","26","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"44:49,222","27","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"48:04,186","30","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"48:04,201","30","Spieler:in","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"48:32,787","31","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"48:32,806","31","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"48:50,279","31","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
