"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","KC1FLY","Scuderia Ferrari HP","1","1","1:28,470","50:21,544","25","Spieler:in"
"2","TheRealLionsfan","McLaren","4","1","1:28,568","+10,969","18","Spieler:in"
"3","SFRT_cfc_1990","KICK Sauber","8","1","1:28,890","+20,131","15","Spieler:in"
"4","KevinHSV1996","Mercedes-AMG Petronas","11","1","1:27,984","+20,912","12","Spieler:in"
"5","HewisLamilton64","Williams","7","1","1:28,944","+26,813","10","Spieler:in"
"6","qDecaay","Red Bull","13","0","1:29,593","+29,426","8","Spieler:in"
"7","DrSommer31","Visa Cash App Racing Bulls","9","1","1:28,571","+31,033","6","Spieler:in"
"8","Kuhregor","Aston Martin","12","2","1:28,395","+50,256","4","Spieler:in"
"9","PatrickF1Racing","Scuderia Ferrari HP","2","2","1:28,211","+1:04,499","2","Spieler:in"
"10","TheShieldTheNext","McLaren","10","1","1:29,547","+1:06,752","1","Spieler:in"
"11","Schimpalla","KICK Sauber","3","2","1:28,288","+1:13,275","0","Spieler:in"
"12","Elias_Der_Echte","Mercedes-AMG Petronas","14","2","1:29,047","+1:18,614","0","Spieler:in"
"13","snesHDenes","Haas","16","2","1:29,341","+1:29,558","0","Spieler:in"
"14","kzie73","Alpine","17","1","1:35,941","+ 2 Runden","0","Spieler:in"
"15","MarlonBeckemeyer","Alpine","6","2","1:29,087","DNF","0","Spieler:in"
"16","UnleashTheLionRB","Red Bull","5","1","1:31,869","DNF","0","Spieler:in"
"17","Hladen1909","Aston Martin","15","1","1:32,077","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"11:01,155","7","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"12:06,676","8","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"12:06,688","8","Spieler:in","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"12:24,577","8","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"15:32,236","10","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"16:12,611","10","Spieler:in","Aston Martin","Totalschaden","DNF"
"16:27,834","11","TheShieldTheNext","McLaren","Schwere Kollision mit UnleashTheLionRB","10 Sekunden Zeitstrafe"
"16:56,696","11","Spieler:in","Red Bull","Rasen während VSC-Phase","Durchfahren"
"18:03,749","12","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"18:03,850","12","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"18:03,885","12","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"18:03,900","12","Kuhregor","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"18:31,801","12","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"18:32,312","12","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"18:32,324","12","Spieler:in","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"18:56,989","13","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"18:57,030","13","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"18:57,037","13","PatrickF1Racing","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"18:57,072","13","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"19:12,635","12","Spieler:in","Red Bull","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"20:30,173","13","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"20:49,981","13","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"20:50,017","13","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"20:50,048","13","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"20:50,053","13","snesHDenes","Haas","Mehrere Warnungen","3 Sekunde(n)"
"21:09,957","14","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"21:10,007","14","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"21:10,014","14","PatrickF1Racing","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"22:07,601","15","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"22:07,635","15","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"22:07,650","15","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"22:07,784","15","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"22:34,315","14","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"22:34,349","14","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"25:03,127","16","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"28:40,674","19","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"29:26,855","19","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"29:26,905","19","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"29:26,955","19","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"29:26,962","19","PatrickF1Racing","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"29:40,904","19","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"31:16,412","21","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"31:16,461","21","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"31:16,478","21","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"34:38,951","22","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"34:38,957","22","Schimpalla","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"36:43,653","24","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"36:43,851","24","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"36:43,920","24","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"36:43,926","24","snesHDenes","Haas","Mehrere Warnungen","3 Sekunde(n)"
"36:43,970","24","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"36:44,020","24","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"36:44,090","24","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"36:44,096","24","snesHDenes","Haas","Mehrere Warnungen","3 Sekunde(n)"
"36:44,172","24","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"37:05,759","24","Spieler:in","Alpine","Totalschaden","DNF"
"38:36,996","25","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"38:50,861","25","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"38:50,881","25","Spieler:in","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"38:50,945","25","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"40:37,281","27","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"40:37,348","27","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"43:23,792","28","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"48:09,469","32","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"48:09,519","32","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"48:25,477","31","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"48:25,484","31","Schimpalla","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"48:25,544","31","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
