"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","MarlonBeckemeyer","Scuderia Ferrari HP","6","2","1:30,808","42:10,139","25","Spieler:in"
"2","lewa1305","Alpine","7","2","1:30,936","+0,964","18","Spieler:in"
"3","kzie73","Visa Cash App Racing Bulls","1","1","1:30,979","+1,593","15","Spieler:in"
"4","SFRT_cfc_1990","KICK Sauber","5","2","1:31,369","+2,349","12","Spieler:in"
"5","MagicBosna_","Aston Martin","10","2","1:31,496","+4,090","10","Spieler:in"
"6","mosewhat","Mercedes-AMG Petronas","4","2","1:30,909","+5,673","8","Spieler:in"
"7","Schimpalla","KICK Sauber","11","1","1:31,294","+5,791","6","Spieler:in"
"8","Enderbit","McLaren","17","2","1:31,819","+7,856","4","Spieler:in"
"9","Marcolinski19","Aston Martin","15","2","1:31,243","+7,877","2","Spieler:in"
"10","F1Alonso14","Haas","16","2","1:32,558","+8,879","1","Spieler:in"
"11","Tobi","Red Bull","3","2","1:31,003","+9,367","0","Spieler:in"
"12","snesHDenes","Haas","20","2","1:32,243","+9,438","0","Spieler:in"
"13","I-BanKsy10-I","Alpine","12","2","1:31,591","+13,923","0","Spieler:in"
"14","Destroyer","Williams","13","2","1:31,592","+20,289","0","Spieler:in"
"15","UnleashTheLionRB","Red Bull","8","2","1:31,320","+24,389","0","Spieler:in"
"16","Rene Zangelder","Williams","19","2","1:32,658","+26,189","0","Spieler:in"
"17","HewisLamilton64","Mercedes-AMG Petronas","18","4","1:31,932","+ 3 Runden","0","Spieler:in"
"18","Silva","McLaren","2","1","1:31,416","DNF","0","Spieler:in"
"19","BG10126","Visa Cash App Racing Bulls","9","1","1:31,284","DNF","0","Spieler:in"
"20","Termiinator921","Scuderia Ferrari HP","14","1","1:44,315","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"17:03,218","11","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"17:03,234","11","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"18:06,748","11","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"18:56,505","12","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"19:47,218","12","MarlonBeckemeyer","Scuderia Ferrari HP","Kurve abgekürzt","Warnung"
"20:32,650","13","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"22:16,627","14","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"22:16,635","14","Spieler:in","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"23:24,297","15","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"23:44,666","15","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"23:47,846","15","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"24:55,867","16","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"26:06,323","16","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"26:33,717","17","Spieler:in","McLaren","Kurve abgekürzt","3 Sekunde(n)"
"26:50,229","17","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"27:00,066","17","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"27:04,278","17","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"27:11,015","17","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"28:15,348","18","Spieler:in","Visa Cash App Racing Bulls","Totalschaden","DNF"
"28:16,236","18","Spieler:in","McLaren","Totalschaden","DNF"
"29:52,415","18","UnleashTheLionRB","Red Bull","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"35:01,377","21","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"35:02,082","21","Spieler:in","Alpine","Kurve abgekürzt","Warnung"
"35:04,290","21","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"35:04,309","21","Spieler:in","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"35:40,065","21","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"35:40,082","21","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"36:27,529","22","Spieler:in","Red Bull","Kollision mit Spieler:in","Warnung"
"36:33,487","22","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"36:33,495","22","Spieler:in","Williams","Mehrere Warnungen","3 Sekunde(n)"
"36:34,763","22","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"36:34,980","22","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"36:39,253","22","UnleashTheLionRB","Red Bull","Kurve abgekürzt","Warnung"
"36:39,263","22","UnleashTheLionRB","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"37:14,991","22","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"37:47,943","23","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"37:56,485","23","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"37:56,503","23","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"38:13,514","23","Spieler:in","Mercedes-AMG Petronas","Totalschaden","DNF"
"39:37,249","24","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"39:38,928","24","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"39:43,937","24","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"39:44,775","24","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"39:52,906","24","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"40:14,206","24","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"40:14,214","24","Spieler:in","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"40:17,188","24","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"40:19,587","24","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"41:10,985","25","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"41:10,994","25","UnleashTheLionRB","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"41:38,160","25","UnleashTheLionRB","Red Bull","Kurve abgekürzt","Warnung"
"41:53,007","25","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"42:18,534","25","UnleashTheLionRB","Red Bull","Nicht erfüllte Strafe","10 Sekunde(n)"
