"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","PatrickF1Racing","Scuderia Ferrari HP","2","1","1:30,399","40:01,709","25","Spieler:in"
"2","SFRT_cfc_1990","KICK Sauber","6","1","1:30,468","+0,387","18","Spieler:in"
"3","Schimpalla","KICK Sauber","3","1","1:30,471","+4,459","15","Spieler:in"
"4","pipo_st180","Haas","5","1","1:30,704","+5,706","12","Spieler:in"
"5","KC1FLY","Scuderia Ferrari HP","1","1","1:30,403","+9,487","10","Spieler:in"
"6","martinbuc72","Williams","4","1","1:30,618","+10,082","8","Spieler:in"
"7","BOB-19-90","Visa Cash App Racing Bulls","11","1","1:31,019","+23,423","6","Spieler:in"
"8","Galendex00","Red Bull","7","1","1:31,166","+24,642","4","Spieler:in"
"9","Termiinator921","Alpine","10","1","1:31,069","+30,608","2","Spieler:in"
"10","DrSommer31","Visa Cash App Racing Bulls","13","1","1:30,850","+34,488","1","Spieler:in"
"11","snesHDenes","Haas","9","1","1:30,843","+36,331","0","Spieler:in"
"12","MarlonBeckemeyer","Alpine","15","1","1:30,037","+36,603","0","Spieler:in"
"13","Hladen1909","Aston Martin","14","1","1:31,396","+38,690","0","Spieler:in"
"14","KalleMotzig","McLaren","16","1","1:31,218","+39,405","0","Spieler:in"
"15","Charles_Leclerc3","McLaren","12","1","1:31,371","+43,986","0","Spieler:in"
"16","TheShieldTheNext","Williams","18","2","1:30,393","+46,903","0","Spieler:in"
"17","KevinHSV1996","Mercedes-AMG Petronas","20","2","1:30,405","+1:00,198","0","Spieler:in"
"18","Kuhregor","Aston Martin","8","1","1:31,085","+1:03,536","0","Spieler:in"
"19","RACSwixF1","Mercedes-AMG Petronas","19","2","1:30,500","+1:29,152","0","Spieler:in"
"20","Nejc_jr","Red Bull","17","3","1:28,935","+1:37,513","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"8:47,503","6","Charles_Leclerc3","McLaren","Streckenbegrenzung überschritten","Warnung"
"9:22,181","6","RACSwixF1","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"10:05,115","7","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"10:10,186","7","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"10:24,239","7","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"11:12,769","7","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"11:44,413","8","Charles_Leclerc3","McLaren","Streckenbegrenzung überschritten","Warnung"
"11:44,432","8","Charles_Leclerc3","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"11:44,986","8","TheShieldTheNext","Williams","Streckenbegrenzung überschritten","Warnung"
"12:11,039","8","Charles_Leclerc3","McLaren","Streckenbegrenzung überschritten","Warnung"
"12:35,525","8","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"12:35,531","8","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"13:07,230","9","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"13:15,954","9","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"13:15,960","9","Galendex00","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"15:03,597","10","Charles_Leclerc3","McLaren","Streckenbegrenzung überschritten","Warnung"
"15:22,306","10","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"15:22,323","10","Kuhregor","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"15:36,695","10","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"16:02,691","10","RACSwixF1","Mercedes-AMG Petronas","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"16:33,598","11","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"17:56,904","12","Charles_Leclerc3","McLaren","Streckenbegrenzung überschritten","Warnung"
"17:56,921","12","Charles_Leclerc3","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"18:06,094","12","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"18:16,653","12","KC1FLY","Scuderia Ferrari HP","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"18:17,433","12","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"18:35,807","12","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"19:02,732","13","TheShieldTheNext","Williams","Streckenbegrenzung überschritten","Warnung"
"20:00,497","13","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"20:09,878","13","KalleMotzig","McLaren","Streckenbegrenzung überschritten","Warnung"
"20:59,572","14","Charles_Leclerc3","McLaren","Streckenbegrenzung überschritten","Warnung"
"21:36,275","14","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"21:38,718","14","Galendex00","Red Bull","Streckenbegrenzung überschritten","Warnung"
"22:51,868","15","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"22:51,875","15","Spieler:in","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"23:29,314","15","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"23:29,329","15","KevinHSV1996","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"24:42,536","16","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"27:30,317","18","martinbuc72","Williams","Streckenbegrenzung überschritten","Warnung"
"27:38,891","18","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"28:49,660","19","martinbuc72","Williams","Streckenbegrenzung überschritten","Warnung"
"28:54,680","19","martinbuc72","Williams","Streckenbegrenzung überschritten","Warnung"
"28:54,696","19","martinbuc72","Williams","Mehrere Warnungen","3 Sekunde(n)"
"28:55,836","19","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"29:11,300","19","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"29:19,697","19","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"29:37,092","19","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"30:11,408","20","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"30:11,427","20","Spieler:in","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"30:17,594","20","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"30:21,416","20","Charles_Leclerc3","McLaren","Streckenbegrenzung überschritten","Warnung"
"30:21,802","20","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"31:49,286","20","Spieler:in","Red Bull","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"32:13,379","21","KC1FLY","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"32:14,064","21","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"34:14,433","22","Charles_Leclerc3","McLaren","Streckenbegrenzung überschritten","Warnung"
"34:14,449","22","Charles_Leclerc3","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"34:16,168","22","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"34:16,184","22","KevinHSV1996","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"35:00,372","23","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"35:01,976","23","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"35:29,236","23","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"37:11,241","24","KevinHSV1996","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"37:43,018","24","RACSwixF1","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"38:06,426","24","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"38:06,441","24","Spieler:in","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"38:23,042","25","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"38:23,058","25","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"39:47,579","26","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"40:01,200","26","KC1FLY","Scuderia Ferrari HP","Nicht erfüllte Strafe","10 Sekunde(n)"
"40:12,761","26","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"41:20,865","26","RACSwixF1","Mercedes-AMG Petronas","Nicht erfüllte Strafe","10 Sekunde(n)"
"41:26,235","26","Spieler:in","Red Bull","Nicht erfüllte Strafe","10 Sekunde(n)"
