"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","SFRT_cfc_1990","KICK Sauber","3","1","1:33,539","49:35,694","25","Spieler:in"
"2","Schimpalla","KICK Sauber","1","1","1:33,253","+1,073","18","Spieler:in"
"3","KC1FLY","Scuderia Ferrari HP","5","1","1:33,495","+2,869","15","Spieler:in"
"4","TheRealLiopnsfan","McLaren","10","1","1:33,950","+35,094","12","Spieler:in"
"5","DrSommer31","Visa Cash App Racing Bulls","14","1","1:33,972","+40,996","10","Spieler:in"
"6","snesHDenes","Haas","12","1","1:34,322","+41,677","8","Spieler:in"
"7","Termiinator921","Alpine","9","2","1:33,386","+45,611","6","Spieler:in"
"8","PatrickF1Racing","Scuderia Ferrari HP","6","2","1:33,248","+45,907","4","Spieler:in"
"9","TheShieldTheNext","McLaren","11","2","1:34,173","+1:02,640","2","Spieler:in"
"10","BOB-19-90","Visa Cash App Racing Bulls","8","2","1:33,688","+1:02,845","1","Spieler:in"
"11","KalleMotzig","Mercedes-AMG Petronas","13","2","1:33,830","+1:03,870","0","Spieler:in"
"12","Hladen1909","Aston Martin","7","1","1:33,179","+1:11,328","0","Spieler:in"
"13","Kuhregor","Aston Martin","15","2","1:32,771","+1:11,704","0","Spieler:in"
"14","UnleashTheLionRB","Red Bull","2","2","1:32,094","+1:16,337","0","Spieler:in"
"15","MarlonBeckemeyer","Alpine","4","1","1:33,860","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"37:13,672","23","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"37:13,739","23","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"38:53,679","24","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"39:01,621","24","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"39:01,638","24","Spieler:in","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"39:34,025","25","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"42:10,278","26","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"42:10,285","26","Spieler:in","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"47:00,278","29","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"47:07,549","29","PatrickF1Racing","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"47:17,434","29","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"47:34,232","30","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"48:25,268","30","TheShieldTheNext","McLaren","Streckenbegrenzung überschritten","Warnung"
"48:25,285","30","TheShieldTheNext","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"50:22,348","31","TheShieldTheNext","McLaren","Nicht erfüllte Strafe","10 Sekunde(n)"
