"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","Marcolinski19","Aston Martin","8","2","1:13,352","48:41,963","25","Spieler:in"
"2","SFRT_cfc_1990","KICK Sauber","4","2","1:12,795","+1,211","18","Spieler:in"
"3","Schimpalla","KICK Sauber","6","2","1:12,846","+1,412","15","Spieler:in"
"4","kzie73","Visa Cash App Racing Bulls","2","1","1:12,840","+2,690","12","Spieler:in"
"5","Destroyer","Williams","16","3","1:13,718","+3,347","10","Spieler:in"
"6","lewa1305","Alpine","15","3","1:12,750","+3,756","8","Spieler:in"
"7","Silva","McLaren","1","2","1:11,827","+5,797","6","Spieler:in"
"8","Tobi","Red Bull","13","1","1:13,328","+6,963","4","Spieler:in"
"9","snesHDenes","Haas","11","5","1:13,766","+7,057","2","Spieler:in"
"10","F1Alonso","Haas","12","2","1:13,246","+7,568","1","Spieler:in"
"11","Rene Zangelder","Williams","17","2","1:13,694","+8,991","0","Spieler:in"
"12","mosewhat","Mercedes-AMG Petronas","3","3","1:12,672","+9,021","0","Spieler:in"
"13","BG10126","Visa Cash App Racing Bulls","5","1","1:13,351","+31,120","0","Spieler:in"
"14","HewisLamilton64","Mercedes-AMG Petronas","14","3","1:13,382","+ 1 Runde","0","Spieler:in"
"15","UnleashTheLionRB","Red Bull","9","1","1:13,271","DNF","0","Spieler:in"
"16","MagicBosna_","Aston Martin","7","1","1:13,343","DNF","0","Spieler:in"
"17","I-I‑BanKsy10‑I","Alpine","10","0","1:31,768","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"3:52,585","4","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"3:59,683","3","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"4:01,099","3","Spieler:in","Alpine","Totalschaden","DNF"
"8:38,533","6","Spieler:in","Haas","Schwere Kollision mit Spieler:in","10 Sekunden Zeitstrafe"
"10:25,327","8","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"10:27,486","8","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"10:27,492","8","Spieler:in","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"10:27,524","8","Spieler:in","Williams","Kurve abgekürzt","Warnung"
"10:27,832","8","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"11:21,020","8","snesHDenes","Haas","Kurve abgekürzt","Warnung"
"11:38,594","9","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"12:26,000","9","Spieler:in","Aston Martin","Totalschaden","DNF"
"12:31,195","9","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"13:02,041","10","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"13:45,596","10","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"13:46,179","10","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"13:46,196","10","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"13:49,569","10","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"15:12,857","11","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"15:18,009","11","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"15:25,915","12","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"15:28,707","12","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"15:32,525","12","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"16:21,765","12","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"16:22,702","13","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"16:22,709","13","Spieler:in","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"16:30,191","12","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"16:30,200","12","Spieler:in","Williams","Mehrere Warnungen","3 Sekunde(n)"
"16:33,784","13","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"17:05,648","13","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"17:05,665","13","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"17:30,078","13","Spieler:in","Alpine","Kurve abgekürzt","Warnung"
"17:53,978","13","Spieler:in","Williams","Kollision mit UnleashTheLionRB","Warnung"
"20:22,635","15","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"20:22,644","15","Spieler:in","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"20:46,033","16","Spieler:in","Red Bull","Kurve abgekürzt","3 Sekunde(n)"
"20:47,586","16","Spieler:in","Red Bull","Totalschaden","DNF"
"26:52,433","19","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"26:54,026","19","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"26:55,394","19","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"28:29,807","21","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"29:15,520","21","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"29:22,739","21","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"29:39,856","22","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"29:46,572","22","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"30:58,378","23","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"30:58,393","23","HewisLamilton64","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"31:02,485","23","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"32:13,634","24","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"32:13,641","24","Spieler:in","Williams","Mehrere Warnungen","3 Sekunde(n)"
"32:57,795","24","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"34:12,443","25","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"34:13,342","25","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"34:34,795","26","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"34:34,803","26","Spieler:in","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"34:43,719","26","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"35:02,174","26","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"35:02,190","26","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"35:42,846","27","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"35:49,828","27","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"36:40,293","27","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"36:52,691","27","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"37:06,942","28","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"38:29,758","29","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"38:29,765","29","Spieler:in","Williams","Mehrere Warnungen","3 Sekunde(n)"
"38:45,926","29","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"39:33,451","30","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"39:51,522","30","Spieler:in","Visa Cash App Racing Bulls","Rasen während der Safety-Car-Phase","Durchfahren"
"42:28,827","31","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"46:00,883","33","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"46:00,898","33","Spieler:in","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"46:02,819","33","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"46:02,825","33","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"46:03,058","33","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"46:03,127","33","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"46:03,144","33","Spieler:in","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"46:03,410","33","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"46:03,822","33","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"46:03,840","33","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"46:04,309","33","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"46:04,569","33","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"46:04,574","33","Spieler:in","Williams","Mehrere Warnungen","3 Sekunde(n)"
"46:04,875","33","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"46:04,879","33","snesHDenes","Haas","Mehrere Warnungen","3 Sekunde(n)"
"46:22,937","34","Spieler:in","Mercedes-AMG Petronas","Kollision mit Spieler:in","Warnung"
"46:26,632","34","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"46:26,649","34","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"46:29,609","34","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"47:03,282","34","Spieler:in","Haas","Kollision mit Spieler:in","Warnung"
"48:15,448","35","Spieler:in","Haas","Kurve abgekürzt","Warnung"
"48:34,096","35","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"48:34,112","35","Spieler:in","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"48:34,557","35","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"48:34,567","35","Spieler:in","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"48:37,143","35","HewisLamilton64","Mercedes-AMG Petronas","Totalschaden","DNF"
"48:39,294","35","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"48:39,947","35","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"48:53,087","35","Spieler:in","Visa Cash App Racing Bulls","Nicht erfüllte Durchfahrt","20 Sekunde(n)"
