"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","lewa1305","Alpine","4","2","1:50,562","43:31,415","25","Spieler:in"
"2","mosewhat","Mercedes-AMG Petronas","2","2","1:50,059","+5,605","18","Spieler:in"
"3","MagicBosna_","Aston Martin","7","2","1:51,041","+19,746","15","Spieler:in"
"4","Marcolinski19","Aston Martin","9","1","1:53,151","+35,298","12","Spieler:in"
"5","F1Alonso","Haas","14","2","1:55,423","+35,436","10","Spieler:in"
"6","SFRT_cfc_1990","Red Bull","17","2","1:54,464","+42,367","8","Spieler:in"
"7","Schimpalla","KICK Sauber","5","2","1:53,356","+43,362","6","Spieler:in"
"8","MarlonBeckemeyer","Scuderia Ferrari HP","3","2","1:54,423","+44,360","4","Spieler:in"
"9","snesHDenes","Haas","11","2","1:55,368","+52,856","2","Spieler:in"
"10","Enderbit","McLaren","13","2","1:57,251","+1:02,170","1","Spieler:in"
"11","Destroyer","Williams","8","1","1:54,393","+1:11,233","0","Spieler:in"
"12","HewisLamilton64","Mercedes-AMG Petronas","12","3","1:53,916","+1:21,161","0","Spieler:in"
"13","Termiinator921","Scuderia Ferrari HP","16","2","1:56,468","+1:24,499","0","Spieler:in"
"14","Pauli-Mauli-HD","McLaren","6","2","1:53,780","+1:39,358","0","Spieler:in"
"15","Rene Zangelder","Williams","15","2","1:57,629","+ 1 Runde","0","Spieler:in"
"16","Kzie73","Visa Cash App Racing Bulls","1","2","2:03,092","+ 2 Runden","0","Spieler:in"
"17","I-BanKsy10-I","Alpine","10","2","1:54,279","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"14:34,874","8","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"16:00,592","8","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"18:29,891","9","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"18:29,906","9","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"18:32,443","9","Spieler:in","Alpine","Kollision mit Termiinator921","Warnung"
"18:44,086","10","Spieler:in","Alpine","Kollision mit Termiinator921","Warnung"
"18:58,231","10","Spieler:in","Alpine","Totalschaden","DNF"
"25:36,648","13","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"25:46,024","13","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"25:46,042","13","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"26:58,881","14","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"28:03,051","14","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"28:03,068","14","Spieler:in","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"32:44,006","16","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"32:44,014","16","Spieler:in","Williams","Mehrere Warnungen","3 Sekunde(n)"
"33:17,281","17","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"33:34,670","17","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"33:53,260","17","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"33:53,267","17","Spieler:in","Williams","Mehrere Warnungen","3 Sekunde(n)"
"36:34,275","18","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"36:34,292","18","Termiinator921","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"37:51,914","19","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"39:19,254","20","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"39:54,648","20","MarlonBeckemeyer","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"39:54,667","20","MarlonBeckemeyer","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"41:53,130","21","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"41:53,490","21","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"42:39,181","21","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"42:39,198","21","Termiinator921","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"43:14,938","22","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"43:16,563","22","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"43:41,828","22","MarlonBeckemeyer","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"44:28,401","22","Spieler:in","McLaren","Kurve abgekürzt","10 Sekunde(n)"
"44:29,720","22","Spieler:in","McLaren","Kurve abgekürzt","10 Sekunde(n)"
