"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","Spieler:in","Scuderia Ferrari HP","4","1","1:36,480","45:53,336","25","Spieler:in"
"2","Spieler:in","Scuderia Ferrari HP","1","1","1:36,228","+0,732","18","Spieler:in"
"3","Spieler:in","Visa Cash App Racing Bulls","10","1","1:36,878","+9,574","15","Spieler:in"
"4","Spieler:in","Audi Revolut F1 Team","7","1","1:36,844","+25,991","12","Spieler:in"
"5","UnleashTheLionRB","Visa Cash App Racing Bulls","5","1","1:36,670","+26,226","10","Spieler:in"
"6","Spieler:in","Atlassian Williams F1 Team","6","1","1:36,791","+31,149","8","Spieler:in"
"7","Spieler:in","Cadillac Formula 1® Team","9","1","1:36,582","+35,124","6","Spieler:in"
"8","Spieler:in","Cadillac Formula 1® Team","3","1","1:36,620","+36,519","4","Spieler:in"
"9","Spieler:in","Alpine","14","2","1:36,428","+42,133","2","Spieler:in"
"10","Spieler:in","Audi Revolut F1 Team","12","2","1:35,346","+58,248","1","Spieler:in"
"11","snesHDenes","Haas","11","2","1:36,751","+1:10,225","0","Spieler:in"
"12","Spieler:in","Aston Martin Aramco","15","2","1:35,858","+ 1 Runde","0","Spieler:in"
"13","Spieler:in","Haas","8","2","1:35,355","+ 1 Runde","0","Spieler:in"
"14","Spieler:in","Aston Martin Aramco","17","1","1:38,729","DNF","0","Spieler:in"
"15","Spieler:in","Oracle Red Bull Racing","2","2","1:42,470","DNF","0","Spieler:in"
"16","Spieler:in","Mercedes-AMG F1 Team","19","1","1:56,792","DNF","0","Spieler:in"
"17","Spieler:in","McLaren","18","0","1:55,042","DNF","0","Spieler:in"
"18","Spieler:in","McLaren","16","1","1:53,110","DNF","0","Spieler:in"
"19","Spieler:in","Alpine","13","1","1:36,994","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"5:28,723","4","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"6:25,228","4","Spieler:in","Atlassian Williams F1 Team","Streckenbegrenzung überschritten","Warnung"
"6:27,570","4","UnleashTheLionRB","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"6:32,434","4","Spieler:in","Cadillac Formula 1® Team","Streckenbegrenzung überschritten","Warnung"
"7:00,663","5","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"7:07,402","5","Spieler:in","Alpine","Kurve abgekürzt","Warnung"
"7:13,633","5","Spieler:in","Aston Martin Aramco","Streckenbegrenzung überschritten","Warnung"
"7:14,892","5","Spieler:in","Aston Martin Aramco","Streckenbegrenzung überschritten","Warnung"
"8:11,013","5","Spieler:in","Cadillac Formula 1® Team","Streckenbegrenzung überschritten","Warnung"
"8:34,557","6","Spieler:in","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"8:35,228","6","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"8:43,779","6","Spieler:in","Cadillac Formula 1® Team","Streckenbegrenzung überschritten","Warnung"
"9:15,499","6","Spieler:in","Audi Revolut F1 Team","Kurve abgekürzt","Warnung"
"9:37,617","6","Spieler:in","Aston Martin Aramco","Streckenbegrenzung überschritten","Warnung"
"9:44,774","6","Spieler:in","Cadillac Formula 1® Team","Streckenbegrenzung überschritten","Warnung"
"9:44,791","6","Spieler:in","Cadillac Formula 1® Team","Mehrere Warnungen","3 Sekunde(n)"
"10:20,630","7","Spieler:in","Audi Revolut F1 Team","Streckenbegrenzung überschritten","Warnung"
"10:20,649","7","Spieler:in","Audi Revolut F1 Team","Mehrere Warnungen","3 Sekunde(n)"
"10:24,363","7","Spieler:in","Audi Revolut F1 Team","Streckenbegrenzung überschritten","Warnung"
"11:40,577","8","UnleashTheLionRB","Visa Cash App Racing Bulls","Kollision mit Spieler:in","Warnung"
"11:59,162","8","Spieler:in","Audi Revolut F1 Team","Streckenbegrenzung überschritten","Warnung"
"13:38,481","9","Spieler:in","Audi Revolut F1 Team","Streckenbegrenzung überschritten","Warnung"
"13:51,502","9","Spieler:in","Aston Martin Aramco","Streckenbegrenzung überschritten","Warnung"
"13:51,518","9","Spieler:in","Aston Martin Aramco","Mehrere Warnungen","3 Sekunde(n)"
"13:57,239","9","Spieler:in","Aston Martin Aramco","Streckenbegrenzung überschritten","Warnung"
"18:03,954","11","UnleashTheLionRB","Visa Cash App Racing Bulls","Kollision mit Termiinator921","Warnung"
"18:04,051","11","Spieler:in","Alpine","Blockieren der Boxengasse","DSQ"
"20:05,805","12","Spieler:in","Atlassian Williams F1 Team","Streckenbegrenzung überschritten","Warnung"
"20:05,822","12","Spieler:in","Atlassian Williams F1 Team","Mehrere Warnungen","3 Sekunde(n)"
"20:06,629","12","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"20:06,646","12","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"20:32,141","13","Spieler:in","Audi Revolut F1 Team","Streckenbegrenzung überschritten","Warnung"
"20:32,147","13","Spieler:in","Audi Revolut F1 Team","Mehrere Warnungen","3 Sekunde(n)"
"21:27,005","13","Spieler:in","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"21:31,844","13","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"21:31,861","13","Spieler:in","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"22:20,824","14","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"23:41,385","15","Spieler:in","Alpine","Kollision mit UnleashTheLionRB","Warnung"
"24:44,269","15","Spieler:in","Audi Revolut F1 Team","Kurve abgekürzt","Warnung"
"24:45,536","15","Spieler:in","Audi Revolut F1 Team","Streckenbegrenzung überschritten","Warnung"
"25:55,285","16","Spieler:in","Aston Martin Aramco","Streckenbegrenzung überschritten","Warnung"
"26:57,414","17","UnleashTheLionRB","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"27:08,866","17","Spieler:in","Cadillac Formula 1® Team","Streckenbegrenzung überschritten","Warnung"
"28:37,278","17","Spieler:in","Aston Martin Aramco","Streckenbegrenzung überschritten","Warnung"
"28:37,295","17","Spieler:in","Aston Martin Aramco","Mehrere Warnungen","3 Sekunde(n)"
"28:38,621","18","Spieler:in","Cadillac Formula 1® Team","Streckenbegrenzung überschritten","Warnung"
"29:18,817","18","Spieler:in","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"29:51,622","18","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"30:22,339","19","Spieler:in","Cadillac Formula 1® Team","Streckenbegrenzung überschritten","Warnung"
"30:22,356","19","Spieler:in","Cadillac Formula 1® Team","Mehrere Warnungen","3 Sekunde(n)"
"30:22,822","19","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"30:22,830","19","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"31:54,297","20","Spieler:in","Cadillac Formula 1® Team","Streckenbegrenzung überschritten","Warnung"
"32:01,446","20","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"32:01,463","20","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"32:02,555","20","Spieler:in","Cadillac Formula 1® Team","Streckenbegrenzung überschritten","Warnung"
"32:14,290","20","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"32:47,722","20","Spieler:in","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"32:47,739","20","Spieler:in","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"32:57,475","20","Spieler:in","Cadillac Formula 1® Team","Streckenbegrenzung überschritten","Warnung"
"32:57,493","20","Spieler:in","Cadillac Formula 1® Team","Mehrere Warnungen","3 Sekunde(n)"
"33:02,912","20","Spieler:in","Audi Revolut F1 Team","Streckenbegrenzung überschritten","Warnung"
"33:33,108","21","UnleashTheLionRB","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"33:33,123","21","UnleashTheLionRB","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"34:34,946","21","Spieler:in","Audi Revolut F1 Team","Streckenbegrenzung überschritten","Warnung"
"34:34,952","21","Spieler:in","Audi Revolut F1 Team","Mehrere Warnungen","3 Sekunde(n)"
"34:48,645","21","Spieler:in","Atlassian Williams F1 Team","Streckenbegrenzung überschritten","Warnung"
"36:19,495","22","Spieler:in","Audi Revolut F1 Team","Streckenbegrenzung überschritten","Warnung"
"36:47,719","23","Spieler:in","Cadillac Formula 1® Team","Streckenbegrenzung überschritten","Warnung"
"36:56,439","23","Spieler:in","Atlassian Williams F1 Team","Streckenbegrenzung überschritten","Warnung"
"37:24,666","23","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"37:39,764","23","UnleashTheLionRB","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"37:45,927","23","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"37:45,943","23","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"38:25,277","23","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"38:30,186","24","Spieler:in","Audi Revolut F1 Team","Streckenbegrenzung überschritten","Warnung"
"38:30,202","24","Spieler:in","Audi Revolut F1 Team","Mehrere Warnungen","3 Sekunde(n)"
"38:37,380","24","UnleashTheLionRB","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"39:11,976","24","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"40:00,327","25","UnleashTheLionRB","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"40:00,342","25","UnleashTheLionRB","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"40:08,484","25","UnleashTheLionRB","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"40:21,465","24","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"40:21,481","24","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"40:31,641","25","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"40:54,471","25","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"41:06,415","25","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"41:06,433","25","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"43:00,347","26","Spieler:in","Aston Martin Aramco","Streckenbegrenzung überschritten","Warnung"
"43:11,095","26","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"44:06,427","27","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"44:51,504","27","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"45:53,351","27","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"45:53,369","27","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
