"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","kzie73","Visa Cash App Racing Bulls","1","2","1:06,617","43:22,566","25","Spieler:in"
"2","BG10126","Visa Cash App Racing Bulls","4","2","1:07,113","+18,290","18","Spieler:in"
"3","lewa1305","Alpine","8","2","1:07,110","+27,559","15","Spieler:in"
"4","mosewhat","Mercedes-AMG Petronas","2","2","1:06,934","+29,187","12","Spieler:in"
"5","Termiinator921","Scuderia Ferrari HP","9","2","1:07,740","+50,011","10","Spieler:in"
"6","SFRT_cfc_1990","KICK Sauber","5","3","1:07,373","+57,868","8","Spieler:in"
"7","snesHDenes","Haas","15","2","1:08,403","+58,453","6","Spieler:in"
"8","UnleashTheLionRB","Red Bull","10","2","1:06,941","+59,512","4","Spieler:in"
"9","F1Alonso14","Haas","17","3","1:08,144","+1:02,949","2","Spieler:in"
"10","patrickf1racing","McLaren","14","2","1:07,360","+1:03,349","1","Spieler:in"
"11","Schimpalla","KICK Sauber","3","3","1:07,034","+1:03,425","0","Spieler:in"
"12","MarlonBeckemeyer","Scuderia Ferrari HP","12","3","1:06,836","+1:03,841","0","Spieler:in"
"13","HewisLamilton64","Mercedes-AMG Petronas","16","2","1:08,451","+1:10,603","0","Spieler:in"
"14","Enderbit","McLaren","18","3","1:07,559","+ 1 Runde","0","Spieler:in"
"15","Rene Zangelder","Williams","13","3","1:07,939","+ 1 Runde","0","Spieler:in"
"16","Destroyer","Williams","7","3","1:07,304","+ 2 Runden","0","Spieler:in"
"17","Marcolinski19","Aston Martin","11","4","1:07,634","+ 4 Runden","0","Spieler:in"
"18","I-BanKsy10-I","Alpine","19","2","1:07,681","DNF","0","Spieler:in"
"19","Tobi","Red Bull","6","1","1:07,842","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"8:32,471","8","MarlonBeckemeyer","Scuderia Ferrari HP","Kollision mit Spieler:in","Warnung"
"9:03,046","8","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"9:04,838","8","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"9:13,550","8","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"10:12,763","9","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"14:09,889","12","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"14:52,251","13","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"15:28,178","14","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"15:28,196","14","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"16:22,950","15","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"16:22,962","15","UnleashTheLionRB","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"16:23,536","14","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"16:41,975","15","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"18:03,427","15","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"18:54,881","16","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"20:25,322","17","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"20:34,080","17","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"20:34,098","17","HewisLamilton64","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"20:42,806","17","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"21:27,511","18","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"21:40,526","18","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"21:40,533","18","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"21:42,474","18","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"21:59,166","18","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"21:59,182","18","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"24:28,017","21","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"24:29,681","20","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"25:50,343","21","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"27:04,817","22","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"27:04,834","22","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"28:01,309","23","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"28:16,248","23","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"28:16,454","23","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"28:23,062","23","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"28:31,064","23","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"29:08,700","24","MarlonBeckemeyer","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"29:37,769","24","Spieler:in","Alpine","Streckenbegrenzung überschritten","10 Sekunden Zeitstrafe"
"29:41,856","24","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"30:21,262","25","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"30:21,277","25","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"30:21,277","25","Spieler:in","Alpine","Illegaler Zeitgewinn","Warnung"
"30:26,438","25","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"30:26,450","25","UnleashTheLionRB","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"30:37,710","25","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"31:30,787","26","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"31:57,025","26","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"31:57,043","26","Termiinator921","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"33:05,716","28","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"33:05,726","28","Spieler:in","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"33:06,147","28","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"33:12,568","27","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"33:22,479","27","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"33:22,495","27","Spieler:in","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"33:35,658","28","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"33:35,665","28","Spieler:in","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"33:37,134","28","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"33:37,151","28","Spieler:in","Haas","Mehrere Warnungen","3 Sekunde(n)"
"33:50,683","28","Spieler:in","Haas","Streckenbegrenzung überschritten","Warnung"
"33:55,613","28","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"34:04,671","28","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"34:04,688","28","Spieler:in","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"34:08,542","28","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"34:24,023","28","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"34:24,041","28","HewisLamilton64","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"35:39,581","29","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"35:54,987","29","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"35:55,001","29","Spieler:in","Williams","Mehrere Warnungen","3 Sekunde(n)"
"35:57,678","29","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"35:57,981","29","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"36:00,431","29","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"36:11,652","29","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"36:11,720","29","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"36:13,546","30","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"36:13,561","30","Spieler:in","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"36:13,807","30","Spieler:in","Visa Cash App Racing Bulls","Kurve abgekürzt","Warnung"
"36:13,875","30","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"36:13,887","30","UnleashTheLionRB","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"36:13,966","29","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"36:14,839","30","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"36:15,396","29","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"36:24,467","30","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"36:29,819","29","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"36:51,215","30","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"36:53,566","30","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"36:54,901","30","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"36:54,909","30","Spieler:in","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"37:15,140","30","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"37:24,678","31","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"37:24,695","31","Spieler:in","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"37:34,894","31","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"37:37,395","31","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"38:04,552","31","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"38:11,681","31","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"38:20,891","31","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"38:20,902","31","UnleashTheLionRB","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"38:24,301","31","UnleashTheLionRB","Red Bull","Streckenbegrenzung überschritten","Warnung"
"38:36,986","31","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"38:49,196","32","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"38:49,212","32","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"38:51,055","32","MarlonBeckemeyer","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"39:19,585","32","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"40:27,065","33","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"40:45,290","33","MarlonBeckemeyer","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"40:45,298","33","MarlonBeckemeyer","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"42:13,173","35","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"42:13,189","34","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"42:16,967","35","UnleashTheLionRB","Red Bull","Kollision mit Termiinator921","Warnung"
"43:25,624","36","UnleashTheLionRB","Red Bull","Kollision mit Termiinator921","Warnung"
"43:32,455","35","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"43:32,462","35","Spieler:in","Williams","Mehrere Warnungen","3 Sekunde(n)"
