"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","kzie73","Visa Cash App Racing Bulls","1","2","1:12,900","51:21,561","25","Spieler:in"
"2","SFRT_cfc_1990","KICK Sauber","5","2","1:13,630","+0,503","18","Spieler:in"
"3","F1Alonso14","Haas","10","2","1:14,270","+12,252","15","Spieler:in"
"4","Enderbit","McLaren","16","2","1:13,942","+24,147","12","Spieler:in"
"5","mosewhat","Mercedes-AMG Petronas","3","3","1:12,759","+25,241","10","Spieler:in"
"6","Schimpalla","KICK Sauber","4","2","1:13,266","+40,605","8","Spieler:in"
"7","Ikaros212","Aston Martin","8","2","1:13,867","+42,350","6","Spieler:in"
"8","Termiinator921","Scuderia Ferrari HP","12","3","1:14,878","+53,540","4","Spieler:in"
"9","BG10126","Visa Cash App Racing Bulls","2","5","1:13,977","+ 1 Runde","2","Spieler:in"
"10","snesHDenes","Haas","18","4","1:14,502","+ 1 Runde","1","Spieler:in"
"11","I-BanKsy10-I","Alpine","9","3","1:13,544","+ 2 Runden","0","Spieler:in"
"12","Tobi","Red Bull","15","2","1:14,252","+ 3 Runden","0","Spieler:in"
"13","lewa1305","Alpine","7","2","1:13,481","DNF","0","Spieler:in"
"14","Pauli-Mauli-HD","McLaren","11","1","1:15,020","DNF","0","Spieler:in"
"15","Rene-Zangelder","Williams","14","3","1:15,665","DNF","0","Spieler:in"
"16","Destroyer","Williams","17","1","1:14,382","DNF","0","Spieler:in"
"17","UnleashTheLionRB","Red Bull","13","0","--:--,---","DNF","0","Spieler:in"
"18","Marcolinski19","Aston Martin","6","1","1:13,858","DSQ","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"13:15,588","10","Spieler:in","Mercedes-AMG Petronas","Mehrere Warnungen","3 Sekunde(n)"
"14:38,332","11","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"15:49,089","13","Spieler:in","Alpine","Streckenbegrenzung überschritten","Warnung"
"15:52,805","12","Spieler:in","Williams","Streckenbegrenzung überschritten","Warnung"
"15:52,810","12","Spieler:in","Williams","Mehrere Warnungen","3 Sekunde(n)"
"17:15,122","14","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"17:15,138","14","Termiinator921","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"17:29,692","14","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"18:01,555","14","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"18:09,543","14","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"19:28,793","15","Spieler:in","Williams","Totalschaden","DNF"
"19:30,650","15","Spieler:in","Mercedes-AMG Petronas","Kurve abgekürzt","Warnung"
"19:32,470","15","Spieler:in","Williams","Kollision mit Destroyer","Warnung"
"19:34,879","15","Spieler:in","Mercedes-AMG Petronas","Kollision mit Rene Zangelder","Warnung"
"19:37,501","16","Ikaros212","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"20:24,647","16","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"20:33,507","16","Spieler:in","Williams","Weiße Linie an der Boxengassenausfahrt überfahren","Warnung"
"22:28,817","17","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"22:28,834","17","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"22:31,684","17","Spieler:in","McLaren","Totalschaden","DNF"
"22:50,359","18","Spieler:in","Alpine","Schwere Kollision mit Spieler:in","10 Sekunden Zeitstrafe"
"23:09,505","18","Spieler:in","KICK Sauber","Rasen während der Safety-Car-Phase","Durchfahren"
"23:14,137","18","snesHDenes","Haas","Rasen während der Safety-Car-Phase","Durchfahren"
"28:45,544","22","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"29:10,640","22","Spieler:in","Visa Cash App Racing Bulls","Kurve abgekürzt","Warnung"
"29:10,658","22","Spieler:in","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"29:16,324","22","Spieler:in","Red Bull","Kollision mit Spieler:in","Warnung"
"29:33,660","22","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"30:05,898","23","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"30:59,646","23","Ikaros212","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"32:15,245","24","Ikaros212","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"32:15,251","24","Ikaros212","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"33:29,264","25","Ikaros212","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"34:37,577","26","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"38:03,399","28","snesHDenes","Haas","Streckenbegrenzung überschritten","Warnung"
"38:25,618","28","snesHDenes","Haas","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"39:32,495","30","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"39:57,539","30","Spieler:in","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"40:58,335","31","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"45:01,627","34","Spieler:in","McLaren","Streckenbegrenzung überschritten","Warnung"
"45:01,635","34","Spieler:in","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"45:18,463","34","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"45:18,479","34","Termiinator921","Scuderia Ferrari HP","Mehrere Warnungen","3 Sekunde(n)"
"46:39,129","35","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"48:41,995","37","Spieler:in","KICK Sauber","Kollision mit Spieler:in","Warnung"
"48:42,798","37","Spieler:in","Red Bull","Kurve abgekürzt","10 Sekunden Zeitstrafe"
"48:49,865","37","Spieler:in","Red Bull","Totalschaden","DNF"
"48:53,812","37","Spieler:in","KICK Sauber","Kollision mit Spieler:in","Warnung"
"49:01,932","37","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"50:14,009","39","Spieler:in","Aston Martin","Die erforderliche Reifenmischung wurde nicht verwendet","DSQ"
"51:37,808","38","snesHDenes","Haas","Nicht erfüllte Strafe","10 Sekunde(n)"
