"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","SFRT_cfc_1990","KICK Sauber","4","2","1:19,264","80:29,696","25","Spieler:in"
"2","MarlonBeckemeyer","Alpine","1","3","1:18,632","+14,039","18","Spieler:in"
"3","Schimpalla","KICK Sauber","11","1","1:19,658","+24,139","15","Spieler:in"
"4","snesHDenes","Haas","9","2","1:19,647","+31,592","12","Spieler:in"
"5","HewisLamilton64","Williams","10","3","1:20,162","+47,363","10","Spieler:in"
"6","DrSommer31","Visa Cash App Racing Bulls","5","2","1:19,502","+50,047","8","Spieler:in"
"7","Hladen1909","Aston Martin","12","2","1:20,193","+53,006","6","Spieler:in"
"8","Termiinator921","Alpine","7","2","1:19,760","+56,347","4","Spieler:in"
"9","Kuhregor","Aston Martin","8","2","1:20,537","+59,787","2","Spieler:in"
"10","BOB-19-90","Visa Cash App Racing Bulls","2","2","1:19,752","+ 1 Runde","1","Spieler:in"
"11","UnleashTheLionRB","Red Bull","6","1","1:21,423","DNF","0","Spieler:in"
"12","PatrickF1Racing","Scuderia Ferrari HP","3","1","1:21,368","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"21:46,106","15","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"25:18,714","18","Termiinator921","Alpine","Kollision mit Spieler:in","Warnung"
"25:30,087","18","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"26:54,124","19","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"26:54,141","19","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"28:35,184","20","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"28:38,454","20","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"29:31,896","21","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"29:56,671","21","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"31:22,190","22","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"31:22,196","22","Spieler:in","Visa Cash App Racing Bulls","Mehrere Warnungen","3 Sekunde(n)"
"32:25,591","23","Spieler:in","Red Bull","Streckenbegrenzung überschritten","Warnung"
"33:26,761","24","Termiinator921","Alpine","Kollision mit snesHDenes","Warnung"
"34:07,385","24","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"34:49,290","25","Spieler:in","Red Bull","Kurve abgekürzt","Warnung"
"34:49,301","25","Spieler:in","Red Bull","Mehrere Warnungen","3 Sekunde(n)"
"35:47,798","25","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"35:47,816","25","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"37:29,679","27","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"37:30,991","27","Spieler:in","Visa Cash App Racing Bulls","Streckenbegrenzung überschritten","Warnung"
"37:31,668","27","HewisLamilton64","Williams","Kurve abgekürzt","Warnung"
"37:57,526","27","HewisLamilton64","Williams","Streckenbegrenzung überschritten","Warnung"
"41:14,491","30","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"44:35,102","32","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"45:01,611","32","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"45:45,314","33","Spieler:in","Visa Cash App Racing Bulls","Kurve abgekürzt","Warnung"
"46:15,602","33","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"46:15,618","33","Kuhregor","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"47:01,678","34","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"47:01,695","34","Termiinator921","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"47:45,688","34","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"52:32,125","38","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"52:32,143","38","Spieler:in","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"59:05,852","42","HewisLamilton64","Williams","Streckenbegrenzung überschritten","Warnung"
"59:05,868","42","HewisLamilton64","Williams","Mehrere Warnungen","3 Sekunde(n)"
"61:32,241","44","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"66:23,222","48","Termiinator921","Alpine","Streckenbegrenzung überschritten","Warnung"
"66:23,815","48","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"66:29,836","48","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"66:55,861","48","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"70:26,036","51","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"70:26,052","51","Spieler:in","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"70:31,625","51","Spieler:in","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"71:53,805","52","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"71:53,822","52","Kuhregor","Aston Martin","Mehrere Warnungen","3 Sekunde(n)"
"72:04,065","52","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"74:44,648","54","HewisLamilton64","Williams","Streckenbegrenzung überschritten","Warnung"
"75:16,820","54","Spieler:in","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"76:46,386","56","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"77:01,109","55","Kuhregor","Aston Martin","Streckenbegrenzung überschritten","Warnung"
"78:33,482","57","MarlonBeckemeyer","Alpine","Streckenbegrenzung überschritten","Warnung"
"80:20,583","58","Spieler:in","Visa Cash App Racing Bulls","Kollision mit Termiinator921","Warnung"
"80:36,797","58","Spieler:in","Visa Cash App Racing Bulls","Totalschaden","DNF"
"80:37,662","58","Termiinator921","Alpine","Kollision mit Spieler:in","Warnung"
