"Pos.","Fahrer","Team","Grid","Stopps","Beste","Zeit","Pkt.","Fahrertyp"
"1","kzie73","Visa Cash App Racing Bulls","1","1","1:22,528","37:52,322","25","Spieler:in"
"2","BG10126","Visa Cash App Racing Bulls","4","1","1:22,518","+0,535","18","Spieler:in"
"3","mosewhat","Mercedes-AMG Petronas","5","1","1:21,260","+0,951","15","Spieler:in"
"4","Schimpalla","KICK Sauber","2","1","1:22,497","+3,711","12","Spieler:in"
"5","Marcolinski19","Aston Martin","7","1","1:22,007","+10,453","10","Spieler:in"
"6","SFRT_cfc_1990","KICK Sauber","3","1","1:21,498","+11,234","8","Spieler:in"
"7","Termiinator921","Scuderia Ferrari HP","16","1","1:21,530","+15,831","6","Spieler:in"
"8","HewisLamilton64","Mercedes-AMG Petronas","10","2","1:21,708","+23,630","4","Spieler:in"
"9","lewa1305","Alpine","9","2","1:21,413","+24,342","2","Spieler:in"
"10","Ikaros212","McLaren","12","1","1:21,870","+34,513","1","Spieler:in"
"11","snesHDenes","Haas","11","2","1:22,122","+40,077","0","Spieler:in"
"12","Destroyer","Williams","8","2","1:21,800","+41,804","0","Spieler:in"
"13","Rene Zangelder","Williams","17","2","1:22,703","+43,933","0","Spieler:in"
"14","F1Alonso14","Haas","13","2","1:21,946","+1:04,140","0","Spieler:in"
"15","Tobi","Red Bull","14","2","1:23,318","+ 2 Runden","0","Spieler:in"
"16","UnleashTheLionRB","Red Bull","18","2","1:28,468","+ 2 Runden","0","Spieler:in"
"17","I-BanKs10-I","Alpine","15","1","1:23,520","DNF","0","Spieler:in"
"18","Pauli-Mauli_HD","McLaren","19","1","1:24,008","DNF","0","Spieler:in"
"19","MarlonBeckemeyer","Scuderia Ferrari HP","6","0","--:--,---","DNF","0","Spieler:in"

"Zeit","Runde","Fahrer","Team","Vorfall","Strafe"
"29:02,479","20","Pauli","McLaren","Kurve abgekürzt","Warnung"
"29:02,496","20","Pauli","McLaren","Mehrere Warnungen","3 Sekunde(n)"
"29:24,338","21","HewisLamilton64","Mercedes-AMG Petronas","Streckenbegrenzung überschritten","Warnung"
"29:28,389","20","Pauli","McLaren","Kurve abgekürzt","3 Sekunde(n)"
"29:28,614","21","lewa1305","Alpine","Streckenbegrenzung überschritten","Warnung"
"29:28,631","21","lewa1305","Alpine","Mehrere Warnungen","3 Sekunde(n)"
"29:31,600","21","lewa1305","Alpine","Streckenbegrenzung überschritten","Warnung"
"30:49,463","22","Termiinator921","Scuderia Ferrari HP","Streckenbegrenzung überschritten","Warnung"
"30:53,656","21","Pauli","McLaren","Streckenbegrenzung überschritten","Warnung"
"30:56,808","21","Pauli","McLaren","Streckenbegrenzung überschritten","Warnung"
"30:56,827","21","Pauli","McLaren","Illegaler Zeitgewinn","Warnung"
"32:09,772","23","Destroyer","Williams","Streckenbegrenzung überschritten","Warnung"
"32:56,978","23","Pauli","McLaren","Kurve abgekürzt","10 Sekunde(n)"
"33:08,856","23","Pauli","McLaren","Kurve abgekürzt","10 Sekunde(n)"
"33:08,857","23","Pauli","McLaren","Mehrere Strafen erhalten","DSQ"
"34:41,283","25","Schimpalla","KICK Sauber","Streckenbegrenzung überschritten","Warnung"
"34:41,288","25","Schimpalla","KICK Sauber","Mehrere Warnungen","3 Sekunde(n)"
"35:18,775","25","Rene","Williams","Streckenbegrenzung überschritten","Warnung"
"35:18,783","25","Rene","Williams","Mehrere Warnungen","3 Sekunde(n)"
"36:51,281","26","F1Alonso14","Haas","Streckenbegrenzung überschritten","Warnung"
"36:51,298","26","F1Alonso14","Haas","Mehrere Warnungen","3 Sekunde(n)"
"37:46,551","27","F1Alonso14","Haas","Streckenbegrenzung überschritten","Warnung"
"38:22,403","27","snesHDenes","Haas","Nicht erfüllte Strafe","10 Sekunde(n)"
"38:35,815","27","F1Alonso14","Haas","Rasen in der Boxengasse","10 Sekunden Zeitstrafe"
"38:40,466","27","F1Alonso14","Haas","Nicht erfüllte Strafe","10 Sekunde(n)"
